ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 11:46:34.236832
ERROR:root:;0.04;PRETO;False;True;2;2021-10-26 11:47:05.985952
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 11:48:42.359027
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 11:50:16.569916
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 11:50:47.906343
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 11:53:58.450272
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 11:54:31.776860
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 12:02:23.391393
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 12:02:56.900342
ERROR:root:;0.02;PRETO;False;False;1;2021-10-26 12:09:51.014437
ERROR:root:;0.04;PRETO;False;True;2;2021-10-26 12:10:22.749170
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 12:20:56.825502
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 12:21:27.843013
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 12:22:01.263719
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 12:23:36.452299
ERROR:root:;0.02;VERMELHO;True;False;1;2021-10-26 12:24:39.289582
ERROR:root:;0.04;VERMELHO;True;True;2;2021-10-26 12:25:11.531996
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 12:26:47.820261
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 12:27:19.331541
ERROR:root:;0.08;VERMELHO;False;True;3;2021-10-26 12:27:52.757890
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 12:28:23.645816
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 12:28:55.498271
ERROR:root:;0.08;VERMELHO;False;False;3;2021-10-26 12:29:27.215628
ERROR:root:;0.18;VERMELHO;False;True;4;2021-10-26 12:35:48.364555
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 12:38:27.982768
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 12:39:00.324947
ERROR:root:;0.08;VERMELHO;False;False;3;2021-10-26 12:39:32.536797
ERROR:root:;0.18;VERMELHO;False;True;4;2021-10-26 12:41:40.099982
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 12:42:45.086004
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 12:43:17.199637
ERROR:root:;0.02;VERMELHO;True;False;1;2021-10-26 12:45:58.032789
ERROR:root:;0.04;VERMELHO;True;True;2;2021-10-26 12:46:28.657896
ERROR:root:;0.02;VERMELHO;True;True;1;2021-10-26 12:47:31.844900
ERROR:root:;0.02;PRETO;False;True;1;2021-10-26 12:49:08.974181
